Generation,Current_Best_Formula,Current_Best_AUC_PR,Is_New_Best,Beats_Baseline
33,"sqrt(add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, mch)), div(mcv, sub(sqrt(add(div(add(sub(mono_pct, log(div(eos_pct, mch))), add(mch, mcv)), rdw), mono_pct)), sqrt(mchc))))))))",0.1736,True,True
35,"sqrt(add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, mch)), div(mcv, sub(sqrt(add(div(add(sub(mono_pct, log(div(eos_pct, mch))), add(mch, mcv)), rdw), mono_pct)), sqrt(mchc))))))))",0.1736,False,True
36,"div(mchc, add(div(mcv, sub(sqrt(add(div(add(mchc, add(mchc, add(mch, mchc))), rdw), mono_pct)), sqrt(mchc))), sub(sub(mono_pct, log(div(eos_pct, mch))), log(div(eos_pct, add(mchc, add(mch, mcv)))))))",0.1738,True,True
40,"div(mchc, add(div(mcv, sub(sqrt(add(div(add(mchc, add(mchc, add(mch, mchc))), rdw), mono_pct)), sqrt(mchc))), sub(sub(mono_pct, log(div(eos_pct, mch))), log(div(eos_pct, add(mchc, add(mch, mcv)))))))",0.1738,False,True
45,"div(mchc, add(div(mcv, sub(sqrt(add(div(add(mchc, add(mchc, add(mch, mchc))), rdw), mono_pct)), sqrt(mchc))), sub(sub(mono_pct, log(div(eos_pct, mch))), log(div(eos_pct, add(mchc, add(mch, mcv)))))))",0.1738,False,True
50,"div(mchc, add(div(mcv, sub(sqrt(add(div(add(mchc, add(mchc, add(mch, mchc))), rdw), mono_pct)), sqrt(mchc))), sub(sub(mono_pct, log(div(eos_pct, mch))), log(div(eos_pct, add(mchc, add(mch, mcv)))))))",0.1738,False,True
51,"div(div(add(sub(mono_pct, div(mcv, add(div(add(mchc, mchc), rdw), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(div(log(div(eos_pct, mch)), mch), mch)))))",0.1746,True,True
55,"div(add(sub(mono_pct, div(mcv, add(sqrt(mchc), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(sub(mono_pct, div(mcv, add(sqrt(mchc), mono_pct))), mcv), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1755,True,True
60,"div(add(sub(log(add(sub(mono_pct, div(mcv, add(div(add(mchc, mchc), rdw), mono_pct))), mcv)), div(mcv, add(log(mchc), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1758,True,True
65,"div(add(sub(log(add(sub(mono_pct, div(mcv, add(div(add(mchc, mchc), rdw), mono_pct))), mcv)), div(mcv, add(log(mchc), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1758,False,True
66,"div(add(sub(div(log(log(div(eos_pct, mch))), mch), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1762,True,True
70,"div(add(sub(div(log(log(div(eos_pct, mch))), mch), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1762,False,True
75,"div(add(sub(div(log(log(div(eos_pct, mch))), mch), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1762,False,True
80,"div(add(sub(div(log(log(div(eos_pct, mch))), mch), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1762,False,True
85,"div(add(sub(sqrt(mchc), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1768,True,True
90,"div(add(sub(sqrt(mchc), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1768,False,True
95,"div(add(sub(sqrt(mchc), div(mcv, add(add(sqrt(mchc), mono_pct), mono_pct))), mcv), add(div(mcv, sub(sqrt(add(div(add(mchc, mchc), rdw), mono_pct)), sqrt(mchc))), sub(mono_pct, log(div(log(div(eos_pct, sub(mono_pct, log(div(log(log(div(eos_pct, mch))), mch))))), plt)))))",0.1768,False,True
